unit,sex,age,nace_r2,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
PC,M,Y20-64,NRP,CH	3.3 u	4.0 u	: u	6.4 u	4.6 u	2.8 u	4.3 u	3.8 u	2.3 bu	: u	3.0 bu
PC,M,Y20-64,NRP,DK	: u	: bu	: bu	: u	: u	: c	: c	: c	: 	: c	: 
PC,M,Y20-64,NRP,EA19	8.5 	7.7 	7.3 	9.0 	9.0 	7.7 	5.1 	5.2 	4.8 	5.3 	7.3 bu
PC,M,Y20-64,NRP,EE	: 	: 	: 	: 	: 	: c	: 	: 	: c	: c	: bc
PC,M,Y20-64,NRP,EU15	7.7 	6.9 	6.8 	8.2 	7.9 	6.8 	4.5 	4.7 	4.3 	4.6 	6.6 b
PC,M,Y20-64,NRP,EU27_2020	8.2 	7.6 	7.6 	9.2 	9.2 	7.9 	5.4 	5.5 	4.9 	5.3 	7.2 bu
PC,M,Y20-64,NRP,EU28	7.5 	7.0 	7.0 	8.4 	8.1 	7.0 	4.7 	5.0 	4.4 	4.7 	6.7 bu
PC,M,Y20-64,NRP,FI	: u	: c	: u	: c	: u	: u	: u	: u	: bu	: u	: bu
PC,M,Y20-64,NRP,FR	20.9 	20.9 	17.5 	20.6 	23.1 b	23.8 	32.0 	36.7 	28.1 	28.5 	25.5 b
PC,M,Y20-64,NRP,HR	: c	: c	: 	: 	: bc	: 	: c	: c	: c	: 	: 
PC,M,Y20-64,NRP,IE	: c	: bc	: c	: c	: 	: 	: 	: 	: 	: c	: bc
PC,M,Y20-64,NRP,IS	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
PC,M,Y20-64,NRP,LU	: u	2.7 u	: u	: bu	: 	: 	: 	: c	: c	: bc	: 
PC,M,Y20-64,NRP,LV	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,M,Y20-64,NRP,MK	: 	: 	: 	: 	: 	: 	: 	: 	2.8 	3.0 	3.2 b
PC,M,Y20-64,NRP,NL	1.2 	1.4 	1.2 	1.6 	1.9 	1.8 b	0.9 	1.1 	1.1 	1.0 	1.4 b
PC,M,Y20-64,NRP,NO	: 	: c	: c	: u	: c	: u	: 	: 	: 	: 	: bu
PC,M,Y20-64,NRP,PL	: u	: u	: u	: u	: u	: u	: u	: u	: bc	: 	: bc
PC,M,Y20-64,NRP,SE	10.2 bu	: u	8.6 u	11.4 u	14.4 u	12.2 u	12.7 u	13.1 u	: u	: u	: bu
PC,M,Y20-64,NRP,SI	: u	: u	: u	11.6 u	: u	27.4 u	25.5 u	31.4 u	: u	26.7 u	32.3 bu
PC,M,Y20-64,NRP,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.2 b
PC,M,Y20-64,NRP,UK	: u	: c	: 	: c	: c	: 	: 	: 	: 	: c	: bc
PC,M,Y20-64,O-R_U,AT	: u	: u	1.0 u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y20-64,O-R_U,BE	2.1 	2.3 b	1.3 	1.7 	1.4 	1.5 	1.0 u	2.0 	1.4 	1.5 	1.3 b
PC,M,Y20-64,O-R_U,BG	: c	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
PC,M,Y20-64,O-R_U,CH	1.7 	1.7 	1.6 	2.1 	2.0 	1.6 	1.8 	1.5 u	1.9 b	1.9 u	2.2 b
PC,M,Y20-64,O-R_U,CY	: c	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: bc
PC,M,Y20-64,O-R_U,CZ	: u	: u	: u	0.2 u	0.2 u	0.2 u	: u	0.5 bu	0.3 u	0.2 u	0.2 bu
PC,M,Y20-64,O-R_U,DE	0.4 	0.5 	0.6 	0.6 	0.6 	0.6 	0.6 	0.8 	0.6 b	0.7 	0.7 b
PC,M,Y20-64,O-R_U,DK	1.3 u	1.8 b	1.4 bu	0.8 u	1.0 u	1.2 u	1.2 u	1.1 u	1.6 	1.5 u	1.6 b
PC,M,Y20-64,O-R_U,EA19	1.6 	1.7 	1.7 	1.7 	1.6 	1.5 	1.5 	1.6 	1.5 	1.5 	1.5 b
PC,M,Y20-64,O-R_U,EE	: u	: u	: u	: u	: 	: c	: 	: 	: u	: c	: 
PC,M,Y20-64,O-R_U,EL	0.4 u	0.5 u	0.5 u	0.4 u	0.7 u	0.4 u	0.5 u	0.6 u	0.4 u	: bu	: bu
PC,M,Y20-64,O-R_U,ES	2.9 	2.9 	3.1 	3.2 	3.2 	3.1 	2.8 	2.8 	2.9 	3.0 b	2.4 b
PC,M,Y20-64,O-R_U,EU15	1.4 	1.5 	1.5 	1.5 	1.4 	1.3 	1.4 	1.5 	1.4 	1.4 	1.3 b
PC,M,Y20-64,O-R_U,EU27_2020	1.5 	1.6 	1.6 	1.7 	1.6 	1.5 	1.5 	1.7 	1.5 	1.5 	1.5 b
PC,M,Y20-64,O-R_U,EU28	1.3 	1.4 	1.5 	1.5 	1.4 	1.3 	1.3 	1.5 	1.4 	1.3 	1.3 b
PC,M,Y20-64,O-R_U,FI	4.0 	4.8 	4.8 	3.9 	3.9 	4.3 	3.9 	3.3 	3.8 b	2.5 u	2.5 bu
PC,M,Y20-64,O-R_U,FR	2.8 	3.1 	3.2 	3.0 	2.6 b	2.2 	2.6 	2.9 	3.0 	2.7 	3.1 b
PC,M,Y20-64,O-R_U,HR	2.3 u	2.6 u	1.9 u	2.2 u	: bu	2.4 u	1.7 u	1.3 u	: u	1.3 u	: bu
PC,M,Y20-64,O-R_U,HU	1.5 	2.0 	2.2 	4.4 	4.7 	3.3 	3.8 	5.1 	4.6 	3.9 	4.3 b
PC,M,Y20-64,O-R_U,IE	1.4 u	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y20-64,O-R_U,IS	3.7 	4.7 	4.0 	5.4 	: u	5.7 	7.8 	5.0 	5.3 	: u	: bu
PC,M,Y20-64,O-R_U,IT	1.4 	1.2 	1.0 	1.2 	0.9 	1.1 	1.0 	1.2 	0.8 	0.9 	1.0 b
PC,M,Y20-64,O-R_U,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y20-64,O-R_U,LU	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu	: bu
PC,M,Y20-64,O-R_U,LV	: c	: u	: u	: u	: u	: u	: c	: u	: u	: u	: bu
PC,M,Y20-64,O-R_U,ME	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
PC,M,Y20-64,O-R_U,MK	2.1 	0.8 u	1.0 u	0.8 u	2.4 	1.2 u	1.1 u	0.9 u	: 	: 	: 
PC,M,Y20-64,O-R_U,MT	: c	: u	: u	: u	: u	: u	: u	: c	: c	: 	: bu
PC,M,Y20-64,O-R_U,NL	0.5 	0.8 	0.6 	0.7 	0.8 	0.5 b	0.5 	0.5 	0.6 	0.8 	0.6 b
PC,M,Y20-64,O-R_U,NO	: u	: u	0.8 	0.5 u	0.7 	0.6 	0.7 	0.7 	0.8 u	1.0 	0.7 bu
PC,M,Y20-64,O-R_U,PL	1.6 	1.3 u	1.4 u	1.3 u	1.6 	1.9 	1.5 u	1.5 u	1.5 bu	1.4 u	1.4 bu
PC,M,Y20-64,O-R_U,PT	1.3 	: u	1.5 	: u	: u	: u	1.5 	1.4 b	: u	: u	: bu
PC,M,Y20-64,O-R_U,RO	: c	: c	: c	: c	: c	: u	: 	: c	: bu	: u	: bu
PC,M,Y20-64,O-R_U,RS	3.4 	4.4 	4.0 	2.7 	1.1 bu	2.3 u	: u	: u	: u	: 	: 
PC,M,Y20-64,O-R_U,SE	2.9 b	3.1 	3.3 	4.1 	3.6 	3.8 	4.0 	3.8 	3.8 	3.5 	3.6 b
PC,M,Y20-64,O-R_U,SI	2.0 u	2.3 u	2.0 u	2.3 u	2.1 u	2.8 u	2.8 u	3.0 u	1.8 u	2.7 u	2.4 bu
PC,M,Y20-64,O-R_U,SK	: u	2.5 	3.1 	4.6 	3.7 	2.7 	2.1 	1.4 bu	: u	: bu	: bu
PC,M,Y20-64,O-R_U,TR	0.5 	0.5 	0.4 	0.4 	0.4 b	0.3 	0.2 	0.3 	0.3 	0.3 	: 
PC,M,Y20-64,O-R_U,UK	0.3 u	0.3 u	0.4 	0.4 	0.4 u	0.3 u	0.4 	0.3 u	0.3 u	0.4 u	0.3 bu
PC,M,Y20-64,S_T,AT	: c	: u	: u	: c	: c	: u	: u	: u	: u	: u	: bu
PC,M,Y20-64,S_T,BE	: u	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y20-64,S_T,BG	: u	: u	: u	: u	: u	: u	: u	: bc	: bu	: c	: bu
PC,M,Y20-64,S_T,CH	: u	: u	: u	2.9 u	: u	: u	: u	: u	: bu	: u	: bu
PC,M,Y20-64,S_T,CY	: 	: 	: 	: 	: 	: 	: 	: c	: c	: 	: bc
PC,M,Y20-64,S_T,CZ	: c	: 	: 	: c	: c	: c	: c	: bc	: c	: 	: bc
PC,M,Y20-64,S_T,DE	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,M,Y20-64,S_T,DK	: c	: bu	: bu	: c	: u	: u	: u	: u	: u	: c	: bc
PC,M,Y20-64,S_T,EA19	3.0 	3.1 	2.8 	3.4 	3.3 	3.0 	3.4 	3.5 	3.3 	2.9 	3.0 b
PC,M,Y20-64,S_T,EE	: c	: c	: 	: c	: c	: 	: 	: 	: 	: 	: 
PC,M,Y20-64,S_T,EL	: u	: u	: u	: u	: u	: u	: c	: c	: c	: bu	: bu
PC,M,Y20-64,S_T,ES	5.0 	5.8 	5.7 	5.7 	6.7 	4.3 	6.4 	5.6 	4.8 	5.1 b	4.4 b
PC,M,Y20-64,S_T,EU15	2.5 	2.5 	2.5 	2.8 	2.8 	2.6 	2.8 	3.1 	2.8 	2.4 	2.6 b
PC,M,Y20-64,S_T,EU27_2020	3.1 	3.2 	2.9 	3.3 	3.2 	3.1 	3.4 	3.4 	3.3 	2.9 	2.8 b
PC,M,Y20-64,S_T,EU28	2.6 	2.8 	2.6 	2.8 	2.9 	2.7 	3.0 	3.0 	2.9 	2.6 	2.6 b
PC,M,Y20-64,S_T,FI	: u	: u	: u	: u	: u	: u	: u	10.9 u	10.2 bu	: u	: bu
PC,M,Y20-64,S_T,FR	4.7 	3.9 u	4.9 u	7.1 	6.0 b	6.3 	5.8 	6.0 	7.1 	5.6 	6.0 b
PC,M,Y20-64,S_T,HR	: c	: 	: u	: c	: bc	: c	: c	: 	: c	: u	: bc
PC,M,Y20-64,S_T,HU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y20-64,S_T,IE	: u	: bu	: 	: 	: c	: c	: c	: u	: c	: c	: 
PC,M,Y20-64,S_T,IS	: c	: c	: 	: c	: u	: c	: u	: u	: u	: u	: bc
PC,M,Y20-64,S_T,IT	3.6 	3.4 	2.2 	2.4 	2.9 	2.5 	2.6 	2.1 	1.6 	1.4 u	1.8 b
PC,M,Y20-64,S_T,LT	: c	: c	: c	: u	: u	: u	: u	: c	: c	: c	: 
PC,M,Y20-64,S_T,LU	: c	: 	: c	: 	: 	: 	: 	: c	: c	: 	: 
PC,M,Y20-64,S_T,LV	: c	: u	: 	: c	: c	: 	: c	: u	: u	: c	: bu
PC,M,Y20-64,S_T,ME	: u	: u	: u	: u	: u	: 	: 	: c	: 	: 	: 
PC,M,Y20-64,S_T,MK	: u	: u	: u	: u	: u	: c	: c	: 	: 	: 	: 
PC,M,Y20-64,S_T,MT	: 	: 	: 	: c	: c	: c	: c	: 	: 	: 	: 
PC,M,Y20-64,S_T,NL	: u	: c	: c	: u	: c	: bu	: u	: c	: u	: u	: bc
PC,M,Y20-64,S_T,NO	: c	: c	: c	: c	: c	: c	: c	: c	: c	: u	: bu
PC,M,Y20-64,S_T,PL	: u	: u	: u	: u	: u	: u	9.5 u	: u	: bu	: u	: bu
PC,M,Y20-64,S_T,PT	: u	: u	: u	: u	: u	: u	: u	: bu	: 	: c	: bc
PC,M,Y20-64,S_T,RO	: u	: u	: c	: c	: c	: c	: c	: c	: 	: c	: 
PC,M,Y20-64,S_T,RS	8.7 u	15.1 u	20.1 u	11.0 u	20.3 bu	: 	: c	: 	: c	: 	: 
PC,M,Y20-64,S_T,SE	3.6 bu	: u	: u	: u	3.4 u	4.6 u	: u	: u	3.9 u	: u	: bu
PC,M,Y20-64,S_T,SI	: u	: c	: c	: u	: c	: u	: c	: u	: c	: u	: bu
PC,M,Y20-64,S_T,SK	: u	: u	: u	: c	: c	: 	: c	: bc	: 	: 	: bc
PC,M,Y20-64,S_T,TR	7.0 	6.5 	6.3 	5.9 	6.2 b	2.4 	2.9 	2.6 	3.0 	3.7 	: 
PC,M,Y20-64,S_T,UK	: c	: u	: u	: c	: u	: c	: u	: u	: u	: c	: bu
PC,M,Y20-64,TOTAL,AT	0.8 	0.9 	0.7 	0.7 	0.8 	0.8 	0.8 	0.9 	0.8 	0.8 	0.7 
PC,M,Y20-64,TOTAL,BE	3.4 	3.4 b	3.4 	3.3 	2.8 	2.7 	2.6 	2.8 	2.3 	2.3 	2.1 
PC,M,Y20-64,TOTAL,BG	0.7 	1.0 	0.9 	0.9 	0.9 	1.0 	1.0 	0.7 b	0.5 bu	0.4 u	0.6 
PC,M,Y20-64,TOTAL,CH	1.5 	1.5 	1.4 	1.7 	1.4 	1.4 	1.6 	1.6 	1.7 b	1.2 	1.6 
PC,M,Y20-64,TOTAL,CY	: u	0.7 u	0.8 u	0.7 u	1.0 u	0.8 u	0.5 u	0.4 u	0.6 u	0.4 bu	: u
PC,M,Y20-64,TOTAL,CZ	0.2 	0.3 	0.3 	0.3 	0.4 	0.4 	0.4 	0.5 b	0.5 	0.4 	0.3 
PC,M,Y20-64,TOTAL,DE	0.3 	0.4 	0.4 	0.5 	0.5 	0.5 	0.5 	0.6 	0.6 b	0.6 	0.7 
PC,M,Y20-64,TOTAL,DK	0.9 	1.3 b	1.4 b	0.8 	1.1 	1.1 	0.9 	1.1 	1.2 	1.0 	0.9 b
PC,M,Y20-64,TOTAL,EA19	2.5 	2.6 	2.5 	2.5 	2.4 	2.2 	2.3 	2.4 	2.2 	2.0 	2.1 
PC,M,Y20-64,TOTAL,EE	1.4 	1.0 	1.2 	0.9 	0.8 u	0.8 u	1.1 	1.5 	1.6 	1.0 u	0.8 u
PC,M,Y20-64,TOTAL,EL	1.3 	1.5 	1.6 	2.1 	2.0 	1.9 	1.9 	2.0 	1.9 	1.6 b	1.5 
PC,M,Y20-64,TOTAL,ES	3.9 	4.3 	4.4 	4.6 	4.7 	4.4 	3.9 	4.0 	3.8 	3.6 b	3.4 
PC,M,Y20-64,TOTAL,EU15	2.2 	2.2 	2.2 	2.2 	2.0 	2.0 	2.0 	2.1 	1.9 	1.7 	1.9 
PC,M,Y20-64,TOTAL,EU27_2020	2.4 	2.5 	2.5 	2.6 	2.5 	2.4 	2.4 	2.5 	2.3 	2.0 	2.2 
PC,M,Y20-64,TOTAL,EU28	2.1 	2.2 	2.2 	2.3 	2.2 	2.1 	2.1 	2.2 	2.0 	1.8 	1.9 
PC,M,Y20-64,TOTAL,FI	2.9 	3.0 	3.2 	2.8 	2.8 	3.0 	2.8 	2.8 	3.0 b	2.1 	2.1 
PC,M,Y20-64,TOTAL,FR	5.1 	5.4 	5.0 	4.8 	4.4 b	4.1 	4.8 	5.0 	4.6 	3.9 	4.7 
PC,M,Y20-64,TOTAL,HR	6.4 	7.5 	8.0 	6.7 	4.6 b	5.3 	4.4 	4.3 	3.3 	2.9 	3.1 
PC,M,Y20-64,TOTAL,HU	1.8 	2.2 	2.2 	3.6 	3.8 	3.6 	3.7 	4.3 	4.2 	4.1 	4.3 
PC,M,Y20-64,TOTAL,IE	1.2 	0.9 b	0.5 	0.6 	0.6 	0.7 	0.8 	0.6 	0.6 	0.5 	0.4 
PC,M,Y20-64,TOTAL,IS	1.8 	2.7 	2.7 	3.2 	3.9 	3.9 	4.6 	3.9 	4.0 	3.0 	2.5 
PC,M,Y20-64,TOTAL,IT	3.8 	3.6 	3.1 	2.9 	2.5 	2.4 	2.3 	2.2 	1.9 	1.8 	2.0 
PC,M,Y20-64,TOTAL,LT	0.8 	0.8 	0.9 	0.9 	1.8 	1.7 	1.9 	2.3 	1.9 	1.3 u	1.3 u
PC,M,Y20-64,TOTAL,LU	1.4 	1.3 	1.1 	1.8 b	0.9 	0.6 u	0.8 u	0.9 	0.9 	0.8 bu	0.6 u
PC,M,Y20-64,TOTAL,LV	1.0 	1.6 	1.7 	1.9 	1.6 	1.9 	1.9 	2.5 	2.9 	1.7 	1.6 
PC,M,Y20-64,TOTAL,ME	8.3 	7.1 	9.1 	7.8 	7.9 	5.4 	3.8 	2.9 	: 	: 	: 
PC,M,Y20-64,TOTAL,MK	5.9 	4.1 	4.2 	4.1 	5.3 	3.0 	2.9 	3.0 	2.8 	3.0 	3.2 
PC,M,Y20-64,TOTAL,MT	0.4 u	0.5 u	0.6 u	0.6 u	1.0 	0.7 u	0.7 u	0.5 u	: u	: u	: u
PC,M,Y20-64,TOTAL,NL	0.7 	0.8 	0.8 	0.9 	0.9 	0.8 	0.7 	0.7 	0.7 	0.7 	0.7 
PC,M,Y20-64,TOTAL,NO	0.5 u	0.4 u	0.5 	0.5 	0.5 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 
PC,M,Y20-64,TOTAL,PL	3.7 	3.9 	4.7 	4.8 	4.9 	4.6 	4.6 	4.5 	4.5 b	3.9 	4.1 
PC,M,Y20-64,TOTAL,PT	2.7 	2.8 	3.1 	3.3 	3.0 	3.4 	3.6 	3.6 b	1.0 	1.0 	0.9 
PC,M,Y20-64,TOTAL,RO	0.3 u	0.2 u	0.3 u	0.3 u	0.3 u	0.2 u	0.3 u	0.4 	: bu	: u	: u
PC,M,Y20-64,TOTAL,RS	9.2 	10.4 	10.2 	7.8 	4.6 b	3.5 	3.5 	2.5 	2.4 	: 	: 
PC,M,Y20-64,TOTAL,SE	2.3 b	2.4 	2.6 	3.2 	3.1 	3.3 	3.3 	3.3 	3.4 	2.9 	2.8 
PC,M,Y20-64,TOTAL,SI	3.3 	4.4 	3.8 	4.5 	4.0 	4.0 	4.2 	4.7 	3.8 	3.9 	3.4 
PC,M,Y20-64,TOTAL,SK	1.2 	2.0 	2.2 	2.7 	2.1 	1.4 	0.9 	1.0 b	0.8 	0.9 	1.0 
PC,M,Y20-64,TOTAL,TR	6.2 	6.4 	6.3 	6.0 	5.9 b	5.2 	5.5 	5.8 	5.6 	5.6 	5.2 
PC,M,Y20-64,TOTAL,UK	0.3 	0.3 	0.3 	0.3 	0.4 	0.4 	0.4 	0.3 	0.4 	0.4 	0.3 b
PC,M,Y_GE15,A,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,A,BE	: u	: bu	: u	: u	: u	: u	: u	: u	: u	: c	: bu
PC,M,Y_GE15,A,BG	4.6 u	4.6 u	5.4 u	5.7 u	: u	5.2 u	: u	: bu	: bu	: u	: bu
PC,M,Y_GE15,A,CH	: u	: u	: u	: u	3.4 u	: u	: u	: u	4.6 bu	: c	: bc
PC,M,Y_GE15,A,CY	: 	: 	: c	: u	: u	: u	: c	: c	: u	: 	: 
PC,M,Y_GE15,A,CZ	0.8 u	0.9 u	1.0 u	: u	: u	: u	0.7 u	: bu	0.8 u	0.6 u	: bu
PC,M,Y_GE15,A,DE	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,M,Y_GE15,A,DK	: u	: bu	: bu	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,A,EA19	8.2 	9.1 	9.2 	9.7 	9.2 	9.6 	9.0 	9.0 	7.6 	7.9 	6.8 b
PC,M,Y_GE15,A,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,A,EL	12.0 	11.1 	10.6 	16.0 	13.4 	14.8 	16.0 	16.1 	15.8 	15.9 b	13.1 b
PC,M,Y_GE15,A,ES	8.8 	11.0 	11.6 	13.2 	14.3 	14.3 	13.8 	12.8 	10.1 	11.5 b	9.5 b
PC,M,Y_GE15,A,EU15	7.9 	8.8 	8.9 	9.4 	9.0 	9.5 	8.8 	8.7 	7.3 	7.8 	6.7 b
PC,M,Y_GE15,A,EU27_2020	6.9 	7.6 	7.9 	8.4 	8.3 	8.3 	8.0 	7.9 	7.0 	7.1 	6.2 b
PC,M,Y_GE15,A,EU28	6.6 	7.3 	7.6 	8.0 	7.9 	8.0 	7.7 	7.5 	6.7 	6.9 	5.9 b
PC,M,Y_GE15,A,FI	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	8.4 bu
PC,M,Y_GE15,A,FR	8.9 	11.2 	10.4 	10.0 	8.3 b	9.7 	7.4 	10.1 	7.9 	8.4 	7.7 bu
PC,M,Y_GE15,A,HR	9.0 u	7.8 u	14.0 u	10.5 u	7.7 bu	8.9 u	4.9 u	5.1 u	6.0 u	: u	5.3 bu
PC,M,Y_GE15,A,HU	6.0 	6.3 	6.8 	8.8 	8.3 	7.3 	7.5 	7.7 	7.2 	9.6 	8.0 b
PC,M,Y_GE15,A,IE	: u	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,A,IS	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,A,IT	14.2 	14.1 	14.4 	14.7 	13.0 	14.1 	13.6 	12.2 	12.4 	13.4 	11.2 b
PC,M,Y_GE15,A,LT	: u	: u	: u	: u	5.3 u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,A,LU	: c	: 	: c	: 	: c	: c	: 	: 	: 	: 	: 
PC,M,Y_GE15,A,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	6.9 u	5.2 bu
PC,M,Y_GE15,A,ME	: c	: c	: u	: u	: u	: u	: c	: c	: 	: 	: 
PC,M,Y_GE15,A,MK	15.7 	14.0 	9.6 	7.2 u	17.7 	12.5 u	6.7 u	12.5 	: 	: 	: 
PC,M,Y_GE15,A,NL	: u	: u	: u	: u	: u	: bu	: u	: u	: u	: u	: bu
PC,M,Y_GE15,A,NO	: u	: u	: c	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,A,PL	7.8 u	7.7 u	9.0 u	10.1 	12.6 	10.3 	11.6 	8.5 u	11.9 b	11.3 	9.9 b
PC,M,Y_GE15,A,PT	9.5 	10.1 	12.3 	12.6 	13.4 	14.7 	13.9 	13.6 b	: u	: u	: bu
PC,M,Y_GE15,A,RO	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,M,Y_GE15,A,RS	25.6 	24.7 	24.4 	22.9 	13.5 b	9.5 u	8.1 u	: u	: u	: 	: 
PC,M,Y_GE15,A,SE	4.7 bu	6.6 u	4.3 u	9.0 	10.1 	6.9 	7.6 	8.0 	8.6 	: u	: bu
PC,M,Y_GE15,A,SI	: u	10.4 u	: u	: u	: u	9.8 u	: u	: u	: u	7.8 u	: bu
PC,M,Y_GE15,A,SK	: c	: u	: u	: u	: u	: u	: u	: bu	: u	: bu	: bu
PC,M,Y_GE15,A,TR	46.4 	46.8 	49.4 	42.9 	43.3 b	40.5 	44.8 	42.9 	46.8 	46.2 	: 
PC,M,Y_GE15,A,UK	: 	: u	: u	: u	: c	: c	: u	: u	: u	: u	: bu
PC,M,Y_GE15,B-F,AT	0.7 	0.8 	0.8 u	0.8 	0.8 	0.9 	0.7 u	1.0 	1.0 	0.7 u	0.7 bu
PC,M,Y_GE15,B-F,BE	3.7 	3.9 b	3.4 	3.7 	3.1 	3.0 	3.1 	3.3 	2.8 	2.7 	2.6 b
PC,M,Y_GE15,B-F,BG	0.9 u	1.1 	0.8 u	0.8 u	1.0 u	1.0 u	1.2 u	0.7 bu	: bu	: u	0.6 bu
PC,M,Y_GE15,B-F,CH	1.2 	1.3 	1.4 	1.2 	1.0 	1.5 	1.2 	1.6 	1.9 b	1.0 u	0.9 bu
PC,M,Y_GE15,B-F,CY	: c	: u	1.4 u	: u	1.4 u	: u	: u	: c	: u	: bu	: bu
PC,M,Y_GE15,B-F,CZ	0.3 	0.3 	0.4 	0.4 	0.5 	0.5 	0.5 	0.5 b	0.5 	0.5 	0.5 b
PC,M,Y_GE15,B-F,DE	0.3 	0.3 	0.4 	0.3 	0.4 	0.4 	0.4 	0.5 	0.5 b	0.5 	0.6 b
PC,M,Y_GE15,B-F,DK	0.9 u	1.2 b	1.4 b	0.7 u	1.4 	1.0 u	0.8 u	0.8 u	0.9 u	0.6 u	0.6 bu
PC,M,Y_GE15,B-F,EA19	2.7 	2.7 	2.5 	2.5 	2.3 	2.2 	2.4 	2.5 	2.3 	1.9 	2.3 b
PC,M,Y_GE15,B-F,EE	1.7 u	1.4 u	1.6 u	1.4 u	1.0 u	1.0 u	1.6 u	1.9 u	1.9 u	1.6 u	1.1 bu
PC,M,Y_GE15,B-F,EL	2.2 	2.9 	2.7 	3.0 	3.3 	3.9 	3.4 	3.4 	3.2 	2.4 b	2.3 b
PC,M,Y_GE15,B-F,ES	3.2 	3.7 	3.9 	4.2 	4.1 	3.7 	3.2 	3.6 	3.5 	3.2 b	3.1 b
PC,M,Y_GE15,B-F,EU15	2.4 	2.4 	2.2 	2.1 	2.0 	2.0 	2.1 	2.2 	2.0 	1.7 	2.0 b
PC,M,Y_GE15,B-F,EU27_2020	2.5 	2.6 	2.6 	2.6 	2.5 	2.4 	2.5 	2.6 	2.4 	2.0 	2.3 b
PC,M,Y_GE15,B-F,EU28	2.3 	2.4 	2.4 	2.4 	2.3 	2.2 	2.3 	2.4 	2.2 	1.9 	2.1 b
PC,M,Y_GE15,B-F,FI	3.5 	3.4 	3.5 	3.3 	3.3 	3.5 	3.2 	3.4 	3.6 b	2.5 	2.8 b
PC,M,Y_GE15,B-F,FR	7.0 	7.1 	6.1 	5.9 	5.5 b	5.0 	6.2 	6.3 	5.8 	4.9 	6.1 b
PC,M,Y_GE15,B-F,HR	7.9 	9.2 	9.7 	7.6 	6.6 b	5.7 	4.3 	4.9 	4.1 	3.9 	3.7 b
PC,M,Y_GE15,B-F,HU	2.1 	2.5 	2.2 	3.8 	4.1 	4.2 	4.3 	4.7 	5.1 	4.7 	5.2 b
PC,M,Y_GE15,B-F,IE	1.3 	1.4 b	: u	: u	0.9 u	1.0 u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,B-F,IS	: u	3.8 	4.4 	4.6 	4.9 	5.7 	5.1 	4.9 	5.7 	4.2 	4.1 b
PC,M,Y_GE15,B-F,IT	4.0 	3.8 	3.2 	2.8 	2.4 	2.2 	2.3 	2.2 	1.9 	1.5 	1.9 b
PC,M,Y_GE15,B-F,LT	0.9 u	1.0 u	0.9 u	: u	2.1 u	2.3 	2.4 u	3.2 u	: u	: u	: bu
PC,M,Y_GE15,B-F,LU	2.6 u	: u	: u	2.5 bu	: u	: u	: u	: u	: u	: bu	: bc
PC,M,Y_GE15,B-F,LV	1.4 u	2.2 	2.1 	2.1 	1.5 u	1.8 u	2.8 	4.0 	4.0 	1.6 u	2.0 b
PC,M,Y_GE15,B-F,ME	7.5 u	7.0 u	7.8 u	7.3 u	8.0 	: u	: u	: u	: 	: 	: 
PC,M,Y_GE15,B-F,MK	8.0 	5.0 	5.6 	5.3 	5.0 	3.6 	3.7 	3.8 	: 	: 	: 
PC,M,Y_GE15,B-F,MT	: u	: u	: u	: u	1.9 u	: u	: u	: u	: u	: u	: bc
PC,M,Y_GE15,B-F,NL	0.8 	0.9 	1.1 	1.0 	1.0 	0.9 b	0.6 	0.7 	0.7 	0.7 	0.7 b
