unit,sex,age,nace_r2,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
PC,M,Y_GE15,B-F,NO	: u	: u	0.3 u	0.3 u	0.6 	0.6 	0.6 	0.5 	0.5 u	0.5 u	0.6 b
PC,M,Y_GE15,B-F,PL	3.4 	3.9 	5.1 	5.4 	5.5 	4.9 	4.8 	4.9 	4.9 b	4.0 	4.3 b
PC,M,Y_GE15,B-F,PT	3.4 	3.5 	3.8 	4.0 	3.7 	4.2 	4.4 	4.8 b	1.4 	1.1 	1.3 b
PC,M,Y_GE15,B-F,RO	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,M,Y_GE15,B-F,RS	10.6 	12.4 	11.6 	8.9 	5.6 b	4.2 	3.9 	3.3 	2.3 	: 	: 
PC,M,Y_GE15,B-F,SE	2.0 b	1.8 	1.9 	2.2 	2.5 	2.5 	2.5 	2.7 	3.0 	2.5 	2.5 b
PC,M,Y_GE15,B-F,SI	3.8 	5.4 	4.6 	5.1 	4.5 	4.3 	4.0 	5.1 	4.3 	3.7 	3.3 b
PC,M,Y_GE15,B-F,SK	1.3 	1.6 	1.9 	2.7 	2.2 	1.2 	0.7 	1.0 b	0.9 	0.9 b	1.1 b
PC,M,Y_GE15,B-F,TR	10.3 	10.9 	10.7 	10.0 	9.7 b	8.6 	9.1 	9.1 	8.9 	9.5 	: 
PC,M,Y_GE15,B-F,UK	0.2 u	0.3 	0.3 u	0.3 u	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.3 b
PC,M,Y_GE15,G-I,AT	1.1 u	1.2 u	1.0 u	0.9 u	1.0 u	1.1 u	1.4 	1.4 	1.1 u	1.1 u	1.2 bu
PC,M,Y_GE15,G-I,BE	6.9 	4.9 b	5.7 	4.7 	4.6 	4.0 	3.4 	4.1 	3.3 	3.2 	3.0 b
PC,M,Y_GE15,G-I,BG	: u	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
PC,M,Y_GE15,G-I,CH	1.6 	1.5 	1.2 	1.6 	1.2 	1.2 	1.4 	1.4 	1.9 b	0.7 u	1.9 b
PC,M,Y_GE15,G-I,CY	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: bu
PC,M,Y_GE15,G-I,CZ	0.3 u	0.4 u	0.5 u	0.5 u	0.5 u	0.4 u	0.5 u	0.6 bu	0.6 u	0.6 u	0.4 bu
PC,M,Y_GE15,G-I,DE	0.5 	0.5 	0.5 	0.6 	0.6 	0.6 	0.7 	0.7 	0.7 b	0.8 	0.7 b
PC,M,Y_GE15,G-I,DK	1.0 u	1.5 b	1.8 b	1.1 u	0.9 u	1.0 u	1.1 u	1.2 u	1.0 u	1.0 u	1.1 bu
PC,M,Y_GE15,G-I,EA19	3.1 	3.2 	3.0 	2.9 	2.8 	2.6 	2.6 	2.7 	2.4 	2.1 	2.4 b
PC,M,Y_GE15,G-I,EE	1.6 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,G-I,EL	0.9 	1.1 	1.4 	2.1 	1.7 	1.1 	1.2 	1.1 	1.4 	1.2 b	1.2 b
PC,M,Y_GE15,G-I,ES	5.4 	5.9 	5.5 	5.9 	6.2 	5.5 	5.0 	5.2 	4.7 	4.3 b	4.9 b
PC,M,Y_GE15,G-I,EU15	2.7 	2.8 	2.6 	2.6 	2.5 	2.3 	2.3 	2.4 	2.2 	2.0 	2.2 b
PC,M,Y_GE15,G-I,EU27_2020	2.9 	3.1 	3.0 	2.9 	2.8 	2.7 	2.6 	2.7 	2.5 	2.2 	2.5 b
PC,M,Y_GE15,G-I,EU28	2.6 	2.7 	2.6 	2.6 	2.5 	2.3 	2.3 	2.4 	2.2 	2.0 	2.2 b
PC,M,Y_GE15,G-I,FI	3.9 	3.7 	4.0 	4.1 	3.3 	3.9 	3.9 	3.7 	3.4 b	2.7 	2.8 b
PC,M,Y_GE15,G-I,FR	5.1 	5.7 	5.4 	4.7 	4.6 b	4.4 	4.3 	4.6 	4.2 	3.2 	3.9 b
PC,M,Y_GE15,G-I,HR	8.6 	9.3 	10.5 	8.7 	5.2 bu	6.6 	6.5 	5.0 u	3.7 u	2.9 u	4.0 bu
PC,M,Y_GE15,G-I,HU	1.1 	1.4 	1.7 	2.3 	2.6 	2.6 	2.3 	3.1 	2.6 	2.9 	3.1 b
PC,M,Y_GE15,G-I,IE	2.0 	2.1 b	1.0 u	1.2 u	1.3 u	1.6 	1.5 u	0.9 u	1.3 u	: u	1.0 bu
PC,M,Y_GE15,G-I,IS	2.4 	3.2 	4.2 	3.6 	4.8 	4.4 	4.9 	5.8 	4.0 	3.4 	3.8 b
PC,M,Y_GE15,G-I,IT	4.7 	4.6 	3.7 	3.4 	2.9 	2.8 	2.6 	2.5 	2.2 	2.2 	2.6 b
PC,M,Y_GE15,G-I,LT	0.7 u	0.7 u	1.0 u	: u	: u	1.3 u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,G-I,LU	: u	: u	: u	2.9 bu	: u	: u	: u	: u	: u	: bu	: bu
PC,M,Y_GE15,G-I,LV	: u	1.4 u	1.5 u	2.2 	: u	2.8 	: u	: u	: u	: u	1.3 bu
PC,M,Y_GE15,G-I,ME	13.3 	11.0 	14.0 	12.5 	11.4 	8.0 	5.9 u	4.8 u	: 	: 	: 
PC,M,Y_GE15,G-I,MK	5.5 	4.8 	5.0 	4.8 	7.1 	3.2 	3.0 	2.9 	: 	: 	: 
PC,M,Y_GE15,G-I,MT	: u	: u	: u	: u	1.7 u	1.5 u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,G-I,NL	1.2 	1.1 	1.1 	1.2 	1.1 	1.0 b	1.0 	0.9 	1.2 	0.9 	1.1 b
PC,M,Y_GE15,G-I,NO	: u	: u	0.4 u	0.5 	0.6 	0.7 	0.7 	0.8 	0.8 	0.7 u	0.7 bu
PC,M,Y_GE15,G-I,PL	4.5 	4.5 	5.2 	4.6 	4.6 	4.5 	4.5 	4.3 	4.6 b	4.2 	4.7 b
PC,M,Y_GE15,G-I,PT	2.8 	2.7 	3.0 	3.5 	2.9 	3.0 	2.9 	2.9 b	: u	: u	: bu
PC,M,Y_GE15,G-I,RO	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,M,Y_GE15,G-I,RS	10.2 	10.8 	10.4 	8.6 	4.6 b	3.1 u	4.3 	2.0 u	3.2 u	: 	: 
PC,M,Y_GE15,G-I,SE	4.5 b	4.7 	4.4 	6.0 	5.8 	6.5 	6.2 	6.3 	6.4 	6.0 	5.8 b
PC,M,Y_GE15,G-I,SI	5.2 	5.3 	5.0 	5.9 	4.6 u	4.9 	5.0 	6.2 	5.3 	6.1 	6.3 b
PC,M,Y_GE15,G-I,SK	1.1 u	1.6 	2.1 	2.5 	1.4 	1.2 u	1.1 u	: bu	1.1 u	1.2 bu	1.1 bu
PC,M,Y_GE15,G-I,TR	4.9 	4.6 	4.2 	4.2 	3.7 b	3.1 	2.7 	3.2 	3.0 	2.7 	: 
PC,M,Y_GE15,G-I,UK	0.5 	0.6 	0.5 	0.6 	0.5 	0.5 	0.6 	0.5 	0.6 	0.6 	0.6 b
PC,M,Y_GE15,J-N,AT	1.2 u	1.5 u	: u	: u	: u	: u	1.3 u	1.4 u	: u	1.5 u	: bu
PC,M,Y_GE15,J-N,BE	3.5 	4.2 b	4.3 	3.6 	3.3 	3.8 	3.8 	2.8 	2.0 	2.9 	2.2 b
PC,M,Y_GE15,J-N,BG	: c	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
PC,M,Y_GE15,J-N,CH	1.5 	1.5 	1.6 	1.9 	1.3 	1.5 	2.0 	1.8 	1.5 b	1.3 u	1.4 bu
PC,M,Y_GE15,J-N,CY	: c	: u	: c	: c	: u	: u	: c	: c	: c	: bc	: 
PC,M,Y_GE15,J-N,CZ	0.3 u	0.3 u	0.5 u	0.2 u	0.5 u	0.4 u	0.4 u	0.7 bu	0.7 u	0.3 u	0.4 bu
PC,M,Y_GE15,J-N,DE	0.4 	0.4 	0.5 	0.6 	0.5 	0.5 	0.7 	0.8 	1.0 b	0.9 	0.9 b
PC,M,Y_GE15,J-N,DK	: u	0.9 bu	1.1 bu	: u	: u	: u	: u	1.1 u	1.1 u	1.1 u	: bu
PC,M,Y_GE15,J-N,EA19	2.0 	2.1 	2.1 	2.2 	2.0 	2.0 	2.2 	2.2 	2.1 	2.1 	2.3 b
PC,M,Y_GE15,J-N,EE	: u	: u	: u	: c	: u	: c	: u	: u	: u	: 	: bc
PC,M,Y_GE15,J-N,EL	: u	: u	0.9 u	1.5 u	: u	: u	: u	1.0 u	: u	: bu	0.8 bu
PC,M,Y_GE15,J-N,ES	3.0 	2.8 	3.3 	3.2 	2.7 	3.3 	2.5 	2.7 	3.1 	2.8 b	3.3 b
PC,M,Y_GE15,J-N,EU15	1.6 	1.7 	1.7 	1.8 	1.7 	1.7 	1.9 	1.8 	1.8 	1.7 	1.9 b
PC,M,Y_GE15,J-N,EU27_2020	2.2 	2.2 	2.3 	2.4 	2.2 	2.3 	2.5 	2.5 	2.4 	2.2 	2.4 b
PC,M,Y_GE15,J-N,EU28	1.8 	1.8 	1.9 	2.0 	1.9 	1.9 	2.1 	2.1 	2.0 	1.9 	2.0 b
PC,M,Y_GE15,J-N,FI	2.9 	2.7 	2.7 	2.4 	2.4 	2.5 	2.9 	2.9 	3.0 b	2.4 	2.4 b
PC,M,Y_GE15,J-N,FR	3.8 	4.2 	4.1 	4.2 	3.9 b	3.9 	4.9 	5.0 	4.6 	4.5 	5.1 b
PC,M,Y_GE15,J-N,HR	4.3 u	5.7 u	7.8 u	6.4 u	2.9 bu	4.9 u	3.7 u	5.7 u	2.9 u	1.7 u	3.6 bu
PC,M,Y_GE15,J-N,HU	1.4 u	1.4 u	1.4 u	2.4 	2.2 u	2.7 	3.1 	2.3 u	2.5 u	2.7 u	2.5 bu
PC,M,Y_GE15,J-N,IE	1.2 u	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,J-N,IS	: u	: u	: u	: u	4.5 	4.0 	: u	: u	: u	: u	: bu
PC,M,Y_GE15,J-N,IT	2.7 	2.5 	2.4 	2.6 	2.1 	1.7 	1.8 	1.4 	1.4 	1.4 	1.9 b
PC,M,Y_GE15,J-N,LT	: u	: u	: u	: u	2.6 u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,J-N,LU	: u	: u	: u	2.1 bu	: u	: u	: u	: u	: u	: bu	: bu
PC,M,Y_GE15,J-N,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,J-N,ME	10.3 u	: u	11.7 u	: u	: u	: u	: u	: u	: 	: 	: 
PC,M,Y_GE15,J-N,MK	4.1 u	2.8 u	3.0 u	3.7 u	4.2 u	2.2 u	2.3 u	: u	: 	: 	: 
PC,M,Y_GE15,J-N,MT	: u	: u	: u	: u	: c	: c	: c	: u	: c	: u	: bc
PC,M,Y_GE15,J-N,NL	0.7 	0.8 	0.9 	1.0 	0.8 	0.8 b	0.8 	0.9 	0.9 	0.9 	0.8 b
PC,M,Y_GE15,J-N,NO	: u	: u	0.7 	0.5 u	0.5 u	0.8 	0.7 	0.7 u	0.8 u	0.6 u	0.6 bu
PC,M,Y_GE15,J-N,PL	6.5 	5.9 	6.1 	6.4 	6.6 	7.3 	7.6 	7.1 	6.3 b	6.2 	6.0 b
PC,M,Y_GE15,J-N,PT	2.3 	2.4 	3.0 	3.7 	3.0 	3.6 	4.1 	3.3 b	: u	: u	: bu
PC,M,Y_GE15,J-N,RO	: u	: c	: u	: u	: c	: c	: u	: u	: bc	: u	: bc
PC,M,Y_GE15,J-N,RS	7.4 	8.3 	9.9 	6.8 	4.5 b	3.1 u	4.8 u	: u	: u	: 	: 
PC,M,Y_GE15,J-N,SE	3.1 b	3.1 	3.2 	3.6 	3.7 	3.8 	3.9 	4.0 	4.1 	3.3 	3.7 b
PC,M,Y_GE15,J-N,SI	3.3 u	3.8 u	3.0 u	4.9 u	5.5 u	3.9 u	5.9 u	5.5 u	5.0 u	4.8 u	5.0 bu
PC,M,Y_GE15,J-N,SK	: u	4.5 	2.4 u	: u	: u	: u	: u	: bu	: u	: bu	: bu
PC,M,Y_GE15,J-N,TR	1.6 	1.5 	1.2 	1.6 	1.4 b	1.0 	0.8 	1.3 	1.2 	0.9 	: 
PC,M,Y_GE15,J-N,UK	0.2 u	0.3 u	0.2 u	0.3 u	0.3 u	0.4 	0.5 	0.3 u	0.5 	0.4 	0.3 bu
PC,M,Y_GE15,NRP,CH	3.3 u	4.2 u	: u	6.8 u	4.9 u	3.1 u	4.3 u	4.0 u	2.7 bu	: u	3.9 bu
PC,M,Y_GE15,NRP,DK	: u	: bu	: bu	: u	: u	: c	: c	: c	: 	: c	: 
PC,M,Y_GE15,NRP,EA19	8.1 	7.4 	6.9 	8.4 	8.6 	7.4 	5.0 	5.2 	4.8 	5.3 	7.3 b
PC,M,Y_GE15,NRP,EE	: 	: 	: 	: 	: 	: c	: 	: 	: c	: c	: bc
PC,M,Y_GE15,NRP,EU15	7.4 	6.6 	6.5 	7.7 	7.8 	6.6 	4.4 	4.7 	4.3 	4.6 	6.9 b
PC,M,Y_GE15,NRP,EU27_2020	7.9 	7.4 	7.3 	8.8 	9.0 	7.7 	5.3 	5.6 	5.0 	5.3 	7.4 b
PC,M,Y_GE15,NRP,EU28	7.2 	6.8 	6.7 	7.9 	7.9 	6.8 	4.6 	4.9 	4.5 	4.7 	7.0 b
PC,M,Y_GE15,NRP,FI	: u	: u	: u	: c	: u	: u	: u	: u	: bu	: u	: bu
PC,M,Y_GE15,NRP,FR	21.4 	21.4 	17.7 	20.4 	23.1 b	24.4 	31.8 	36.6 	27.9 	27.3 	25.6 b
PC,M,Y_GE15,NRP,HR	: c	: c	: 	: 	: bc	: 	: c	: c	: c	: 	: 
PC,M,Y_GE15,NRP,IE	: c	: bc	: c	: c	: 	: 	: 	: 	: c	: c	: bc
PC,M,Y_GE15,NRP,IS	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
PC,M,Y_GE15,NRP,LU	: u	3.1 u	: u	: bu	: 	: 	: 	: c	: u	: bc	: 
PC,M,Y_GE15,NRP,LV	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,M,Y_GE15,NRP,MK	: 	: 	: 	: 	: 	: 	: 	: 	3.0 	3.2 	3.3 b
PC,M,Y_GE15,NRP,NL	1.4 	1.5 	1.3 	1.8 	2.1 	1.8 b	1.0 	1.2 	1.3 	1.2 	1.6 b
PC,M,Y_GE15,NRP,NO	: c	: u	: u	: u	: u	: u	: c	: c	: 	: c	: bu
PC,M,Y_GE15,NRP,PL	: u	: u	: u	: u	: u	: u	: u	: u	: bc	: 	: bc
PC,M,Y_GE15,NRP,SE	13.3 bu	: u	11.3 u	15.0 	21.0 	17.0 u	15.0 u	15.8 u	: u	: u	: bu
PC,M,Y_GE15,NRP,SI	: u	21.9 u	: u	12.1 u	: u	27.9 u	25.1 u	32.3 u	: u	26.4 u	33.8 bu
PC,M,Y_GE15,NRP,SK	: 	: 	: 	: c	: c	: 	: c	: 	: 	: 	: 
PC,M,Y_GE15,NRP,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.5 b
PC,M,Y_GE15,NRP,UK	: u	: c	: 	: c	: c	: 	: 	: 	: 	: c	: bc
PC,M,Y_GE15,O-R_U,AT	0.9 u	: u	1.2 u	0.9 u	: u	: u	: u	: u	1.0 u	1.0 u	: bu
PC,M,Y_GE15,O-R_U,BE	2.5 	2.5 b	1.5 	1.8 	1.6 	1.6 	1.1 	2.2 	1.5 	1.8 	1.5 b
PC,M,Y_GE15,O-R_U,BG	: c	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
PC,M,Y_GE15,O-R_U,CH	1.7 	1.8 	1.7 	2.3 	2.2 	1.6 	1.9 	1.6 	2.1 b	1.8 u	2.4 b
PC,M,Y_GE15,O-R_U,CY	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: bc
PC,M,Y_GE15,O-R_U,CZ	0.2 u	0.2 u	0.2 u	0.2 u	0.3 u	0.3 u	: u	0.5 bu	0.3 u	0.2 u	0.2 bu
PC,M,Y_GE15,O-R_U,DE	0.4 	0.5 	0.7 	0.6 	0.7 	0.7 	0.7 	0.8 	0.6 b	0.7 	0.7 b
PC,M,Y_GE15,O-R_U,DK	1.5 	1.9 b	1.5 b	0.8 u	1.0 u	1.2 u	1.3 u	1.1 u	1.7 	1.7 	1.7 b
PC,M,Y_GE15,O-R_U,EA19	1.7 	1.7 	1.8 	1.8 	1.7 	1.5 	1.6 	1.7 	1.6 	1.6 	1.6 b
PC,M,Y_GE15,O-R_U,EE	: u	: u	: u	: u	: 	: c	: 	: 	: u	: c	: 
PC,M,Y_GE15,O-R_U,EL	0.4 u	0.4 u	0.5 u	0.4 u	0.7 u	0.4 u	0.5 u	0.6 u	0.4 u	: bu	: bu
PC,M,Y_GE15,O-R_U,ES	3.0 	2.9 	3.1 	3.3 	3.2 	3.1 	2.8 	2.9 	3.0 	3.1 b	2.6 b
PC,M,Y_GE15,O-R_U,EU15	1.5 	1.6 	1.6 	1.6 	1.5 	1.4 	1.5 	1.6 	1.5 	1.5 	1.5 b
PC,M,Y_GE15,O-R_U,EU27_2020	1.6 	1.7 	1.7 	1.8 	1.7 	1.6 	1.6 	1.8 	1.7 	1.6 	1.6 b
PC,M,Y_GE15,O-R_U,EU28	1.4 	1.5 	1.5 	1.6 	1.5 	1.4 	1.5 	1.6 	1.5 	1.4 	1.4 b
PC,M,Y_GE15,O-R_U,FI	4.7 	5.5 	5.3 	4.5 	4.7 	4.8 	4.7 	3.9 	4.3 b	3.1 	2.9 b
PC,M,Y_GE15,O-R_U,FR	2.9 	3.2 	3.3 	3.2 	2.8 b	2.3 	2.8 	3.1 	3.2 	2.8 	3.2 b
PC,M,Y_GE15,O-R_U,HR	2.5 u	2.7 u	2.1 u	2.2 u	: bu	2.4 u	1.9 u	1.5 u	: u	1.4 u	: bu
PC,M,Y_GE15,O-R_U,HU	1.6 	2.1 	2.3 	4.6 	4.8 	3.4 	3.8 	5.1 	4.6 	3.8 	4.4 b
PC,M,Y_GE15,O-R_U,IE	1.6 u	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,O-R_U,IS	4.8 	5.0 	5.7 	6.8 	5.5 	7.6 	9.2 	8.9 	7.4 	5.2 	4.8 b
PC,M,Y_GE15,O-R_U,IT	1.5 	1.2 	1.0 	1.2 	0.9 	1.1 	1.1 	1.2 	0.9 	0.9 	1.0 b
PC,M,Y_GE15,O-R_U,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,O-R_U,LU	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu	: bu
PC,M,Y_GE15,O-R_U,LV	: c	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,O-R_U,ME	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
PC,M,Y_GE15,O-R_U,MK	2.1 	0.8 u	1.1 u	0.9 u	2.4 	1.3 u	1.1 u	0.9 u	: 	: 	: 
PC,M,Y_GE15,O-R_U,MT	: u	: u	: u	: u	: u	: u	: u	: c	: u	: 	: bu
PC,M,Y_GE15,O-R_U,NL	0.6 	0.8 	0.7 	0.8 	0.9 	0.6 b	0.6 	0.6 	0.7 	0.9 	0.8 b
PC,M,Y_GE15,O-R_U,NO	: u	: u	0.8 	0.6 	0.9 	0.8 	0.9 	0.8 	0.9 	1.1 	0.8 bu
PC,M,Y_GE15,O-R_U,PL	1.7 	1.4 u	1.5 u	1.3 u	1.6 	2.0 	1.7 	1.6 	1.6 b	1.5 u	1.5 bu
PC,M,Y_GE15,O-R_U,PT	1.4 	: u	1.6 	1.3 	: u	1.4 	1.7 	1.6 b	: u	: u	: bu
PC,M,Y_GE15,O-R_U,RO	: c	: c	: c	: c	: c	: u	: 	: c	: bu	: u	: bu
PC,M,Y_GE15,O-R_U,RS	3.5 	4.8 	4.3 	2.8 	1.2 bu	2.4 u	1.5 u	: u	: u	: 	: 
PC,M,Y_GE15,O-R_U,SE	3.6 b	4.0 	4.3 	5.1 	4.5 	4.7 	5.0 	4.7 	5.0 	4.7 	4.6 b
PC,M,Y_GE15,O-R_U,SI	2.5 u	2.5 u	2.3 u	2.5 u	2.3 u	3.0 u	3.1 u	3.5 u	2.3 u	3.1 u	3.0 bu
PC,M,Y_GE15,O-R_U,SK	: u	2.6 	3.2 	4.6 	3.8 	2.7 	2.1 	1.4 bu	: u	: bu	: bu
PC,M,Y_GE15,O-R_U,TR	0.6 	0.6 	0.6 	0.6 	0.5 b	0.3 	0.3 	0.4 	0.4 	0.4 	: 
PC,M,Y_GE15,O-R_U,UK	0.4 	0.4 	0.5 	0.6 	0.4 	0.4 	0.5 	0.5 	0.5 	0.4 	0.4 b
PC,M,Y_GE15,S_T,AT	: c	: u	: u	: c	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,S_T,BE	: u	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,S_T,BG	: u	: u	: u	: u	: u	: u	: u	: bu	: bu	: c	: bu
PC,M,Y_GE15,S_T,CH	: u	: u	: u	3.3 u	: u	2.8 u	: u	2.9 u	: bu	: u	: bu
PC,M,Y_GE15,S_T,CY	: 	: 	: 	: 	: 	: 	: 	: c	: c	: 	: bc
PC,M,Y_GE15,S_T,CZ	: c	: 	: 	: c	: c	: c	: c	: bc	: c	: c	: bu
PC,M,Y_GE15,S_T,DE	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,M,Y_GE15,S_T,DK	: c	: bu	: bu	: c	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,S_T,EA19	3.0 	3.2 	3.0 	3.4 	3.4 	3.2 	3.5 	3.6 	3.4 	2.9 	3.0 b
PC,M,Y_GE15,S_T,EE	: u	: c	: 	: c	: c	: 	: 	: 	: 	: 	: 
PC,M,Y_GE15,S_T,EL	: u	: u	: u	: u	: u	: u	: c	: c	: c	: bu	: bu
PC,M,Y_GE15,S_T,ES	5.0 	5.8 	5.8 	5.8 	6.6 	4.5 	6.3 	5.5 	5.1 	5.2 b	4.3 b
PC,M,Y_GE15,S_T,EU15	2.6 	2.7 	2.6 	2.8 	3.0 	2.8 	3.0 	3.2 	3.0 	2.5 	2.6 b
PC,M,Y_GE15,S_T,EU27_2020	3.2 	3.4 	3.0 	3.3 	3.5 	3.3 	3.6 	3.5 	3.5 	3.1 	2.9 b
PC,M,Y_GE15,S_T,EU28	2.8 	2.9 	2.7 	2.9 	3.0 	2.9 	3.1 	3.1 	3.1 	2.7 	2.6 b
PC,M,Y_GE15,S_T,FI	12.0 u	13.6 u	12.0 u	10.4 u	11.8 u	13.3 u	: u	13.8 u	13.1 bu	10.5 u	11.5 bu
PC,M,Y_GE15,S_T,FR	4.7 	4.0 u	5.0 u	7.1 	6.3 b	6.7 	6.0 	6.3 	7.3 	5.5 	5.9 b
PC,M,Y_GE15,S_T,HR	: u	: 	: u	: c	: bc	: c	: u	: 	: u	: u	: bc
PC,M,Y_GE15,S_T,HU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,S_T,IE	: u	: bu	: c	: 	: u	: c	: c	: u	: c	: c	: 
PC,M,Y_GE15,S_T,IS	: c	: c	: c	: c	: u	: c	: u	: u	: u	: u	: bu
PC,M,Y_GE15,S_T,IT	3.5 	3.4 	2.2 	2.3 	2.8 	2.4 	2.6 	2.1 	1.7 	1.4 	1.9 b
PC,M,Y_GE15,S_T,LT	: c	: c	: c	: u	: u	: u	: u	: c	: c	: c	: 
PC,M,Y_GE15,S_T,LU	: c	: 	: c	: 	: 	: 	: c	: c	: c	: 	: 
PC,M,Y_GE15,S_T,LV	: c	: u	: 	: c	: c	: c	: c	: u	: u	: c	: bu
PC,M,Y_GE15,S_T,ME	: u	: u	: u	: u	: u	: 	: 	: c	: 	: 	: 
PC,M,Y_GE15,S_T,MK	: u	: u	: u	: u	: u	: c	: c	: 	: 	: 	: 
PC,M,Y_GE15,S_T,MT	: 	: 	: 	: c	: c	: c	: c	: c	: 	: 	: 
PC,M,Y_GE15,S_T,NL	: u	: u	: u	: u	: u	: bu	: u	: c	: u	: u	: bc
PC,M,Y_GE15,S_T,NO	: c	: u	: c	: c	: c	: u	: c	: c	: u	: u	: bu
PC,M,Y_GE15,S_T,PL	: u	: u	: u	: u	: u	: u	9.1 u	: u	: bu	: u	: bu
PC,M,Y_GE15,S_T,PT	: u	: u	: u	: u	: u	: u	: u	: bu	: 	: c	: bc
PC,M,Y_GE15,S_T,RO	: u	: u	: c	: c	: c	: c	: c	: c	: 	: c	: 
PC,M,Y_GE15,S_T,RS	8.4 u	15.7 u	20.3 u	12.2 u	20.0 bu	: c	: c	: 	: c	: 	: 
PC,M,Y_GE15,S_T,SE	4.7 bu	4.3 u	3.0 u	4.2 u	7.1 	8.0 	4.4 u	5.0 u	6.4 	: u	: bu
PC,M,Y_GE15,S_T,SI	: u	: c	: c	: u	: c	: u	: c	: u	: u	: u	: bu
PC,M,Y_GE15,S_T,SK	: u	: u	: u	: c	: c	: 	: c	: bc	: 	: 	: bc
PC,M,Y_GE15,S_T,TR	7.5 	6.7 	6.6 	6.0 	6.1 b	2.7 	3.2 	2.7 	3.3 	3.5 	: 
PC,M,Y_GE15,S_T,UK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y_GE15,TOTAL,AT	0.9 	1.0 	0.9 	0.9 	1.0 	1.0 	1.0 	1.1 	1.0 	1.0 	0.9 
PC,M,Y_GE15,TOTAL,BE	4.2 	3.9 b	3.7 	3.5 	3.1 	3.0 	2.8 	3.3 	2.5 	2.6 	2.4 
PC,M,Y_GE15,TOTAL,BG	0.8 	1.1 	0.9 	0.9 	1.0 	1.0 	1.0 	0.7 b	0.5 b	0.4 u	0.7 
PC,M,Y_GE15,TOTAL,CH	1.5 	1.6 	1.5 	1.8 	1.5 	1.5 	1.7 	1.7 	1.9 b	1.2 	1.7 
PC,M,Y_GE15,TOTAL,CY	0.3 u	0.7 u	0.8 u	0.7 u	1.0 u	0.8 u	0.5 u	0.4 u	0.6 u	0.5 bu	0.3 u
PC,M,Y_GE15,TOTAL,CZ	0.3 	0.3 	0.4 	0.4 	0.5 	0.5 	0.4 	0.6 b	0.5 	0.4 	0.4 
PC,M,Y_GE15,TOTAL,DE	0.4 	0.4 	0.5 	0.5 	0.5 	0.5 	0.6 	0.6 	0.6 b	0.6 	0.7 
PC,M,Y_GE15,TOTAL,DK	1.0 	1.4 b	1.6 b	0.9 	1.1 	1.1 	1.0 	1.1 	1.2 	1.1 	1.0 b
PC,M,Y_GE15,TOTAL,EA19	2.7 	2.8 	2.6 	2.6 	2.5 	2.4 	2.4 	2.5 	2.3 	2.1 	2.3 
PC,M,Y_GE15,TOTAL,EE	1.7 	1.2 	1.4 	1.1 	0.9 u	0.9 u	1.2 	1.7 	1.6 	1.0 u	0.8 u
PC,M,Y_GE15,TOTAL,EL	1.3 	1.6 	1.6 	2.1 	2.0 	1.9 	1.9 	2.0 	2.0 	1.6 b	1.5 
PC,M,Y_GE15,TOTAL,ES	4.0 	4.4 	4.5 	4.8 	4.8 	4.5 	4.0 	4.1 	3.9 	3.7 b	3.7 
PC,M,Y_GE15,TOTAL,EU15	2.3 	2.4 	2.3 	2.3 	2.2 	2.1 	2.1 	2.2 	2.1 	1.9 	2.0 
